Recall ID,Date,Month,Year,Product Category,Company,Product Name,Root Cause,Recall Class,Class Description,Severity Score (1-3),Root Cause Risk Weight (1-10),Composite Risk Score,Province,Recall Description
RC-0234,2024-09-08,2024-09,2024,Dairy and Eggs,Parmalat Canada,Parmalat Canada Whole Milk,Packaging failure,Class I,Serious health risk or death,3,5,1.5,Ontario,"Parmalat Canada is recalling Whole Milk because the packaging may be compromised, potentially affecting product safety."
RC-0557,2024-09-08,2024-09,2024,Cosmetics and Personal Care,Procter and Gamble Canada,Procter and Gamble Canada Mascara,Process deviation,Class III,Unlikely to cause adverse health consequences,1,6,0.6,Ontario,Procter and Gamble Canada is recalling Mascara because the product was not processed in accordance with approved manufacturing procedures.
RC-0049,2024-09-09,2024-09,2024,Infant Formula and Baby Food,Mead Johnson Canada,Mead Johnson Canada Baby Cereal,Labelling error,Class I,Serious health risk or death,3,4,1.2,British Columbia,Recall of Baby Cereal by Mead Johnson Canada because the product label contains incorrect information regarding expiry date.
RC-0476,2024-09-09,2024-09,2024,Bakery and Snacks,Canada Bread,Canada Bread Whole Wheat Bread,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,British Columbia,Canada Bread is conducting a voluntary recall of Whole Wheat Bread due to the possible presence of undeclared fish.
RC-0638,2024-09-09,2024-09,2024,Fruits and Vegetables,Mucci Farms,Mucci Farms Bagged Salad,Process deviation,Class III,Unlikely to cause adverse health consequences,1,6,0.6,Prince Edward Island,Recall of Bagged Salad due to a process deviation during manufacturing that may affect product safety.
RC-0521,2024-09-10,2024-09,2024,Cosmetics and Personal Care,Coty Canada,Coty Canada Hair Dye,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Quebec,Coty Canada is recalling Hair Dye because the product was labelled with incorrect nutritional information information.
RC-0677,2024-09-10,2024-09,2024,Seafood,Ocean Choice International,Ocean Choice International Smoked Salmon,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Quebec,Ocean Choice International is recalling certain lots of Smoked Salmon due to possible Listeria monocytogenes contamination detected during routine testing.
RC-0184,2024-09-11,2024-09,2024,Seafood,Ocean Choice International,Ocean Choice International Atlantic Salmon,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,British Columbia,Recall of Atlantic Salmon because of potential contamination with Clostridium perfringens. Consumers should not consume this product.
RC-0301,2024-09-12,2024-09,2024,Bakery and Snacks,Voortman Cookies,Voortman Cookies Potato Chips,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,Ontario,Voortman Cookies is conducting a voluntary recall of Potato Chips due to the possible presence of undeclared eggs.
RC-0525,2024-09-12,2024-09,2024,Fruits and Vegetables,Mucci Farms,Mucci Farms Bean Sprouts,Foreign material,Class I,Serious health risk or death,3,7,2.1,Quebec,Mucci Farms is recalling Bean Sprouts due to the possible presence of glass shards.
RC-0757,2024-09-12,2024-09,2024,Infant Formula and Baby Food,Heinz Canada,Heinz Canada Baby Yogurt,Chemical contamination,Class I,Serious health risk or death,3,8,2.4,British Columbia,Heinz Canada is recalling Baby Yogurt due to elevated levels of benzene.
RC-0678,2024-09-13,2024-09,2024,Pharmaceuticals,Teva Canada,Teva Canada Ibuprofen Tablets,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,British Columbia,Teva Canada is recalling Ibuprofen Tablets because the product was labelled with incorrect storage instructions information.
RC-0682,2024-09-13,2024-09,2024,Cosmetics and Personal Care,L'Oreal Canada,L'Oreal Canada Hair Dye,Chemical contamination,Class III,Unlikely to cause adverse health consequences,1,8,0.8,British Columbia,L'Oreal Canada is recalling Hair Dye due to elevated levels of lead.
RC-0079,2024-09-14,2024-09,2024,Dairy and Eggs,Organic Meadow,Organic Meadow Egg Product,Process deviation,Class I,Serious health risk or death,3,6,1.8,Ontario,Organic Meadow is recalling Egg Product because a deviation from standard manufacturing practice occurred during production.
RC-0125,2024-09-14,2024-09,2024,Fruits and Vegetables,Naturipe,Naturipe Bagged Salad,Microbiological contamination,Class III,Unlikely to cause adverse health consequences,1,10,1.0,Ontario,Naturipe is recalling certain lots of Bagged Salad due to possible Salmonella contamination detected during routine testing.
RC-0748,2024-09-14,2024-09,2024,Prepared and Packaged Foods,McCain Foods,McCain Foods Hummus,Mislabelling of ingredients,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Alberta,Recall of Hummus due to incorrect ingredient declaration on the label.
RC-0159,2024-09-16,2024-09,2024,Beverages,Andrew Peller,Andrew Peller Energy Drink,Undeclared sulphites,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Prince Edward Island,Recall of Energy Drink because the product may contain undeclared sulphites which are not declared on the label.
RC-0831,2024-09-16,2024-09,2024,Bakery and Snacks,Dare Foods,Dare Foods Pretzels,Labelling error,Class I,Serious health risk or death,3,4,1.2,Quebec,Dare Foods is recalling Pretzels because the product was labelled with incorrect nutritional information information.
RC-0354,2024-09-17,2024-09,2024,Beverages,Sleeman Breweries,Sleeman Breweries Energy Drink,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,British Columbia,Recall of Energy Drink due to a process deviation during manufacturing that may affect product safety.
RC-0451,2024-09-17,2024-09,2024,Dairy and Eggs,Parmalat Canada,Parmalat Canada Greek Yogurt,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Ontario,Recall of Greek Yogurt because of potential contamination with Salmonella. Consumers should not consume this product.
RC-0107,2024-09-18,2024-09,2024,Dairy and Eggs,Organic Meadow,Organic Meadow Brie,Process deviation,Class I,Serious health risk or death,3,6,1.8,Alberta,Organic Meadow is recalling Brie because the product was not processed in accordance with approved manufacturing procedures.
RC-0440,2024-09-18,2024-09,2024,Bakery and Snacks,Frito-Lay Canada,Frito-Lay Canada Pretzels,Undeclared allergen,Class II,Temporary adverse health consequences unlikely to be serious,2,9,1.8,Quebec,Frito-Lay Canada is conducting a voluntary recall of Pretzels due to the possible presence of undeclared shellfish.
RC-0336,2024-09-19,2024-09,2024,Meat and Poultry,Maple Leaf Foods,Maple Leaf Foods Turkey Cold Cuts,Undeclared allergen,Class III,Unlikely to cause adverse health consequences,1,9,0.9,Saskatchewan,Recall of Turkey Cold Cuts by Maple Leaf Foods because the product may contain undeclared fish which is not declared on the label.
RC-0298,2024-09-20,2024-09,2024,Cosmetics and Personal Care,Coty Canada,Coty Canada Hair Dye,Foreign material,Class III,Unlikely to cause adverse health consequences,1,7,0.7,Ontario,Coty Canada is recalling Hair Dye due to the possible presence of rubber pieces.
RC-0302,2024-09-21,2024-09,2024,Prepared and Packaged Foods,Bonduelle Americas,Bonduelle Americas Frozen Lasagna,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,British Columbia,Bonduelle Americas is recalling Frozen Lasagna due to possible E. coli O157:H7 contamination.
RC-0466,2024-09-21,2024-09,2024,Dairy and Eggs,Parmalat Canada,Parmalat Canada Whole Milk,Mislabelling of ingredients,Class I,Serious health risk or death,3,4,1.2,Ontario,Parmalat Canada is recalling Whole Milk because the product contains ingredients not listed on the label.
RC-0271,2024-09-23,2024-09,2024,Meat and Poultry,Olymel,Olymel Turkey Cold Cuts,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,Alberta,Recall of Turkey Cold Cuts because of potential contamination with E. coli O157:H7. Consumers should not consume this product.
RC-0431,2024-09-29,2024-09,2024,Meat and Poultry,HFS Canada,HFS Canada Pork Sausage,Labelling error,Class I,Serious health risk or death,3,4,1.2,Ontario,Recall of Pork Sausage by HFS Canada because the product label contains incorrect information regarding net weight.
RC-0601,2024-09-30,2024-09,2024,Dairy and Eggs,Saputo Inc.,Saputo Inc. Brie,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,British Columbia,Saputo Inc. is recalling Brie because the product was not processed in accordance with approved manufacturing procedures.
RC-0612,2024-09-30,2024-09,2024,Bakery and Snacks,Dare Foods,Dare Foods Granola Bars,Chemical contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,8,1.6,Quebec,Dare Foods is recalling Granola Bars due to elevated levels of pesticide residues.
RC-0456,2024-10-01,2024-10,2024,Pharmaceuticals,Apotex Inc.,Apotex Inc. Nasal Spray,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,British Columbia,Apotex Inc. is recalling Nasal Spray due to possible E. coli O157:H7 contamination.
RC-0091,2024-10-03,2024-10,2024,Beverages,Sleeman Breweries,Sleeman Breweries Craft Beer,Undeclared sulphites,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Ontario,Recall of Craft Beer because the product may contain undeclared sulphites which are not declared on the label.
RC-0098,2024-10-03,2024-10,2024,Cosmetics and Personal Care,Reckitt Canada,Reckitt Canada Lip Balm,Labelling error,Class III,Unlikely to cause adverse health consequences,1,4,0.4,Alberta,Recall of Lip Balm by Reckitt Canada because the product label contains incorrect information regarding net weight.
RC-0138,2024-10-03,2024-10,2024,Pharmaceuticals,Teva Canada,Teva Canada Ibuprofen Tablets,Chemical contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,8,1.6,British Columbia,Teva Canada is recalling Ibuprofen Tablets due to elevated levels of mineral oil.
RC-0240,2024-10-03,2024-10,2024,Meat and Poultry,Sun Rise Poultry,Sun Rise Poultry Chicken Wings,Packaging failure,Class III,Unlikely to cause adverse health consequences,1,5,0.5,Ontario,Recall of Chicken Wings because of a seal failure that may allow contamination of the product.
RC-0014,2024-10-04,2024-10,2024,Pharmaceuticals,Pharmavite,Pharmavite Antacid,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Alberta,Pharmavite is recalling Antacid because a deviation from standard manufacturing practice occurred during production.
RC-0032,2024-10-04,2024-10,2024,Infant Formula and Baby Food,Heinz Canada,Heinz Canada Pureed Vegetables,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Nunavut,Heinz Canada is recalling Pureed Vegetables due to possible E. coli O157:H7 contamination.
RC-0375,2024-10-04,2024-10,2024,Dietary Supplements,Naturo Sciences,Naturo Sciences Vitamin D Capsules,Labelling error,Class I,Serious health risk or death,3,4,1.2,Alberta,Naturo Sciences is recalling Vitamin D Capsules because the product was labelled with incorrect nutritional information information.
RC-0152,2024-10-05,2024-10,2024,Dietary Supplements,Atrium Innovations,Atrium Innovations Probiotic,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,British Columbia,Atrium Innovations is recalling Probiotic because a deviation from standard manufacturing practice occurred during production.
RC-0069,2024-10-08,2024-10,2024,Seafood,High Liner Foods,High Liner Foods Crab Cakes,Microbiological contamination,Class III,Unlikely to cause adverse health consequences,1,10,1.0,Quebec,High Liner Foods is recalling certain lots of Crab Cakes due to possible Staphylococcus aureus contamination detected during routine testing.
RC-0358,2024-10-09,2024-10,2024,Meat and Poultry,Maple Leaf Foods,Maple Leaf Foods Pork Sausage,Packaging failure,Class II,Temporary adverse health consequences unlikely to be serious,2,5,1.0,Northwest Territories,"Maple Leaf Foods is recalling Pork Sausage because the packaging may be compromised, potentially affecting product safety."
RC-0164,2024-10-10,2024-10,2024,Dairy and Eggs,Parmalat Canada,Parmalat Canada Sour Cream,Foreign material,Class III,Unlikely to cause adverse health consequences,1,7,0.7,Newfoundland and Labrador,Parmalat Canada is recalling Sour Cream after foreign material (glass shards) was found during production.
RC-0815,2024-10-10,2024-10,2024,Infant Formula and Baby Food,Mead Johnson Canada,Mead Johnson Canada Baby Yogurt,Process deviation,Class I,Serious health risk or death,3,6,1.8,Alberta,Mead Johnson Canada is recalling Baby Yogurt because the product was not processed in accordance with approved manufacturing procedures.
RC-0035,2024-10-11,2024-10,2024,Dietary Supplements,Naturo Sciences,Naturo Sciences Protein Powder,Labelling error,Class I,Serious health risk or death,3,4,1.2,Quebec,Naturo Sciences is recalling Protein Powder due to a labelling error. The label does not accurately reflect the contents of the package.
RC-0116,2024-10-11,2024-10,2024,Meat and Poultry,Sun Rise Poultry,Sun Rise Poultry Ground Beef,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,Quebec,Sun Rise Poultry is recalling certain lots of Ground Beef due to possible Listeria monocytogenes contamination detected during routine testing.
